timestamp,voltage_uV,reflected_power_dbm
2.380317211151123,14875,-24.550637435913085
2.702327251434326,15375,-5.625238132476807
3.0211844444274902,16000,-5.820090961456299
3.3436925411224365,16500,-5.950607490539551
3.680487871170044,17625,-5.911603164672852
4.002481460571289,19625,-5.719687652587891
4.327301979064941,20125,-5.926950168609619
4.652849912643433,20625,-5.870050144195557
4.985384702682495,22500,-5.868545246124268
5.318323135375977,22750,-5.939923477172852
5.649739742279053,26625,-5.944778156280518
5.9788267612457275,24750,-5.902952861785889
6.313930034637451,25375,-5.952938747406006
6.6419150829315186,27250,-5.885265064239502
6.9701433181762695,27125,-5.921211433410645
7.304669141769409,27750,-5.872179222106934
7.635595321655273,29250,-5.8844749450683596
7.965644121170044,29625,-5.905721378326416
8.297664165496826,31875,-5.794720840454102
8.629363298416138,31625,-5.91832799911499
8.962860345840454,31875,-5.875511837005615
9.29856252670288,33625,-5.892839622497559
9.624550819396973,33875,-5.830433082580567
9.950575828552246,34250,-5.779378128051758
10.294335126876831,35750,-5.873981666564942
10.619929552078247,36000,-5.87760181427002
10.9618399143219,37875,-5.877570343017578
11.292170524597168,37750,-5.807457160949707
11.61705732345581,73000,-5.76739091873169
11.94652271270752,39875,-5.854653549194336
12.276940822601318,40000,-5.681023788452149
12.608594179153442,42500,-5.723392200469971
12.93959379196167,41625,-5.811265182495117
13.27159595489502,42125,-5.707026672363281
13.598955631256104,43750,-5.65661735534668
13.933732509613037,43875,-5.681472969055176
14.27846908569336,83625,-5.707148265838623
14.60612440109253,45625,-5.612146091461182
14.93323016166687,45875,-5.680671882629395
15.25534439086914,47625,-5.729310703277588
15.587378025054932,47500,-5.663207244873047
15.934611082077026,48000,-5.717120361328125
16.258381128311157,49000,-5.656576824188233
16.584495067596436,49625,-5.601294231414795
16.912708282470703,52125,-5.5946704864501955
17.24225616455078,51250,-5.687246513366699
17.57571816444397,51625,-5.713776302337647
17.907504081726074,53000,-5.649349403381348
18.24239444732666,53125,-5.601503086090088
18.575992584228516,55500,-5.614144992828369
18.91898488998413,54625,-5.651504707336426
19.243518114089966,86500,-5.618336391448975
19.564683198928833,56375,-5.606478881835938
19.894071340560913,56625,-5.570406150817871
20.230688095092773,61000,-5.640920829772949
20.560693502426147,58250,-5.6437403678894045
20.88843297958374,58375,-5.60506649017334
21.23969340324402,59875,-5.593305778503418
21.562376260757446,60000,-5.658836078643799
21.889560222625732,62375,-5.641441535949707
22.215049028396606,61750,-5.637968730926514
22.54510498046875,61875,-5.579824161529541
22.87874150276184,63625,-5.622618389129639
23.212292432785034,63375,-5.632025909423828
23.542428493499756,63750,-5.614902687072754
23.873369932174683,65000,-5.648459625244141
24.20340895652771,65125,-5.63759822845459
24.534568309783936,67000,-5.65363187789917
24.86779808998108,66625,-5.573927593231201
25.195546865463257,66875,-5.503928852081299
25.527613878250122,68250,-5.569768619537354
25.862054347991943,68500,-5.554239940643311
26.189566135406494,72500,-5.549229335784912
26.52592897415161,69875,-5.60301513671875
26.858052968978882,70250,-5.571170997619629
27.189637184143066,71625,-5.571551990509033
27.53378653526306,71625,-5.598927688598633
27.8593270778656,73875,-5.590406608581543
28.180703163146973,73000,-5.62579460144043
28.511182069778442,73375,-5.585883331298828
28.841193914413452,75000,-5.623843860626221
29.173304796218872,74875,-5.630571079254151
29.50220012664795,74875,-5.625509452819824
29.834641456604004,76250,-5.617441844940186
30.165995597839355,76375,-5.647802066802979
30.498257875442505,77875,-5.653359603881836
30.831626415252686,77750,-5.639647197723389
31.164292573928833,78000,-5.66884822845459
31.50622868537903,79500,-5.681507778167725
31.832969188690186,79500,-5.667321872711182
32.15890693664551,81375,-5.603354644775391
32.48824763298035,80875,-5.597478580474854
32.81685256958008,81000,-5.634151649475098
33.150535345077515,82500,-5.711309146881104
33.479233741760254,82500,-5.643037033081055
33.814841508865356,121125,-5.594854068756104
34.14822864532471,83750,-5.669150066375733
34.4767062664032,84000,-5.752700996398926
34.8120174407959,85625,-5.712090682983399
35.14382481575012,85375,-5.664120864868164
35.477662801742554,122375,-5.68604154586792
35.80622887611389,87000,-5.6795398712158205
36.13637948036194,87000,-5.651903820037842
36.46623969078064,88625,-5.720761966705322
36.79563522338867,88375,-5.747663688659668
37.143566370010376,122375,-5.61661548614502
37.47623896598816,89500,-5.656937789916992
37.80114030838013,89750,-5.746868324279785
38.124972105026245,91125,-5.5977575302124025
38.468905210494995,91250,-5.697958660125733
38.79432702064514,93875,-5.703931045532227
39.12631678581238,92625,-5.665132713317871
39.44633984565735,92750,-5.734452915191651
39.77766227722168,94125,-5.648293685913086
40.1061065196991,94125,-5.633075428009033
40.44148015975952,129750,-5.701110553741455
40.772167682647705,95125,-5.606673908233643
41.10260725021362,95500,-5.667318058013916
41.44957876205444,97125,-5.655630779266358
41.77816414833069,96750,-5.633807849884033
42.10698342323303,98500,-5.651040744781494
42.43013906478882,98125,-5.583005619049072
42.75564908981323,98250,-5.682325553894043
43.093202114105225,99875,-5.712400627136231
43.42125391960144,99625,-5.729305934906006
43.75405550003052,99750,-5.6430480003356935
44.08353853225708,101000,-5.665888023376465
44.419047355651855,101000,-5.6644665718078615
44.74896025657654,102625,-5.652040195465088
45.07526922225952,102375,-5.657435131072998
45.40807366371155,102625,-5.710526180267334
45.74181008338928,103875,-5.713745784759522
46.071134090423584,103750,-5.616268825531006
46.405301570892334,105750,-5.621236515045166
46.73444890975952,105125,-5.529944610595703
47.068206787109375,105250,-5.586414051055908
47.4108624458313,106375,-5.698362541198731
47.7403290271759,106500,-5.63864107131958
48.06161665916443,108000,-5.667424869537354
48.39044713973999,107625,-5.677503776550293
48.73630428314209,107750,-5.653528881072998
49.06471014022827,109250,-5.722575378417969
49.38946986198425,109125,-5.655483913421631
49.715697050094604,114125,-5.626672458648682
50.063512325286865,110625,-5.6766054153442385
50.388240337371826,110625,-5.716712188720703
50.71148467063904,112000,-5.653440189361572
51.04351234436035,112000,-5.559845638275147
51.37583875656128,112125,-5.6857091903686525
51.70534062385559,113125,-5.697600078582764
52.052528858184814,113250,-5.6390783309936525
52.38011908531189,114625,-5.637687397003174
52.7036349773407,114500,-5.658395004272461
53.04848098754883,114750,-5.587846469879151
53.373024225234985,115625,-5.655757141113281
53.698161602020264,115875,-5.725438785552979
54.02545976638794,117625,-5.682237339019776
54.358460426330566,116875,-5.688114833831787
54.69285011291504,117250,-5.6788732528686525
55.023882150650024,118375,-5.631769847869873
55.349159240722656,118375,-5.561626148223877
55.69582152366638,120000,-5.642375183105469
56.02065372467041,119500,-5.618624877929688
56.345869302749634,119875,-5.664937210083008
56.67658042907715,121125,-5.630767059326172
57.00375819206238,121125,-5.612745952606201
57.34093475341797,123500,-5.65402193069458
57.67330837249756,122375,-5.581132125854492
57.99860644340515,122500,-5.647230815887451
58.336692571640015,123625,-5.5984375
58.66949200630188,123625,-5.691098403930664
58.99534583091736,125125,-5.627046775817871
59.3298602104187,124625,-5.625611019134522
59.65713143348694,158250,-5.548409175872803
60.008060455322266,126125,-5.695198249816895
60.33265280723572,125875,-5.696598243713379
60.66223359107971,127750,-5.713439178466797
60.985838890075684,127125,-5.644213390350342
61.3147988319397,127500,-5.679501724243164
61.644694805145264,128500,-5.742807102203369
61.97737717628479,128500,-5.7610899925231935
62.309978008270264,130750,-5.740313243865967
62.63895797729492,129750,-5.690165233612061
62.96880340576172,129750,-5.699525547027588
63.30639624595642,131250,-5.670166683197022
63.63461208343506,130875,-5.715244960784912
63.96853828430176,134375,-5.6066405296325685
64.30245876312256,132250,-5.767615509033203
64.62958979606628,132375,-5.7350584983825685
64.95821619033813,133750,-5.724219036102295
65.30822777748108,133375,-5.643676471710205
65.63357877731323,136875,-5.729580593109131
65.95109629631042,134875,-5.705429267883301
66.2875759601593,134750,-5.765844535827637
66.61553430557251,136250,-5.735621166229248
66.94797253608704,136125,-5.709864330291748
67.28447008132935,174500,-5.691950035095215
67.61405420303345,137125,-5.67719144821167
67.944091796875,137000,-5.641958427429199
68.27968001365662,138750,-5.625059795379639
68.61091828346252,138250,-5.708377075195313
68.94099926948547,138500,-5.652194690704346
69.27346634864807,139500,-5.665157985687256
69.60303544998169,139750,-5.675791454315186
69.93223834037781,141500,-5.631561946868897
70.2639787197113,140875,-5.6424633979797365
70.59795260429382,140875,-5.646995735168457
70.92520570755005,142000,-5.699267101287842
71.25438356399536,142000,-5.747498226165772
71.5859842300415,144375,-5.704269123077393
71.92144680023193,143375,-5.674751472473145
72.26564884185791,143250,-5.604460430145264
72.59065222740173,144250,-5.467901420593262
72.91805601119995,144500,-5.662307453155518
73.24470472335815,146125,-5.607367706298828
73.57433438301086,145750,-5.6726219177246096
73.90704655647278,145750,-5.6542150497436525
74.23391485214233,147000,-5.6189577102661135
74.56457376480103,146875,-5.673222255706787
74.89483690261841,182375,-5.647281360626221
75.23118448257446,148250,-5.626422595977783
75.56055951118469,148125,-5.661523532867432
75.89310145378113,149500,-5.6783802032470705
76.22472143173218,149125,-5.590426635742188
76.55664825439453,149500,-5.60386962890625
76.88324856758118,150500,-5.529157829284668
77.21888732910156,150375,-5.670420360565186
77.54898858070374,152000,-5.683244419097901
77.88119173049927,151125,-5.597706031799317
78.21286845207214,151750,-5.6388575553894045
78.54004669189453,153125,-5.6711875915527346
78.87250399589539,152875,-5.696935367584229
79.22032427787781,154750,-5.682823371887207
79.55020260810852,153875,-5.663511466979981
79.87801432609558,154375,-5.672363948822022
80.20511198043823,155250,-5.709761333465576
80.5310742855072,155000,-5.684662532806397
80.8655948638916,157125,-5.575178813934326
81.19350576400757,156250,-5.581638526916504
81.52445459365845,156250,-5.662126255035401
81.85920429229736,157750,-5.6188709259033205
82.19226312637329,157750,-5.680354309082031
82.52164149284363,160500,-5.626918506622315
82.85329174995422,158500,-5.661755752563477
83.20102429389954,158875,-5.650599193572998
83.52201414108276,159625,-5.611770820617676
83.84953737258911,159750,-5.599060726165772
84.17711472511292,162875,-5.58352632522583
84.50622725486755,161125,-5.653144073486328
84.84348344802856,161000,-5.608606052398682
85.17355847358704,162375,-5.576066207885742
85.50734448432922,162000,-5.561151695251465
85.84500813484192,162000,-5.697686862945557
86.17620420455933,163250,-5.577449989318848
86.50219178199768,163250,-5.546390724182129
86.83067727088928,164375,-5.554900360107422
87.16801238059998,164500,-5.567994785308838
87.49101090431213,166500,-5.592611980438233
87.81959414482117,165250,-5.590261173248291
88.15036296844482,165375,-5.667669486999512
88.4851701259613,166875,-5.702458095550537
88.8172128200531,166375,-5.633793067932129
89.14816093444824,205500,-5.574210357666016
89.48544573783875,167875,-5.572542381286621
89.81120419502258,167750,-5.49172945022583
90.143061876297,169000,-5.61945219039917
90.47247624397278,168750,-5.630220127105713
90.80499649047852,168875,-5.625179958343506
