timestamp,current_A,voltage_V,power_W,energy_J
8,3.0220951884984972e-09,2.008781643626839,2.3499131202697755e-09,2.3499131202697755e-11
18,-2.5387853384017945e-10,2.0085430994676425,-4.218518733978272e-09,-4.218518733978272e-11
33,3.018416464328766e-09,2.0086976031205617,2.3424625396728517e-09,2.3424625396728516e-11
38,-1.900363713502884e-10,2.0087935909640975,-4.060566425323487e-09,-4.060566425323487e-11
48,3.063911572098732e-09,2.0086154878457076,2.4311244487762454e-09,2.4311244487762453e-11
58,-1.725740730762482e-10,2.0088330227320084,-4.059821367263794e-09,-4.0598213672637945e-11
69,2.9840506613254547e-09,2.0086691393500193,2.247095108032227e-09,2.247095108032227e-11
96,-2.4586915969848634e-10,2.0087088163001465,-4.168599843978882e-09,-4.168599843978882e-11
122,3.2390467822551727e-09,2.0087577813555955,2.792477607727051e-09,2.792477607727051e-11
134,-4.633795469999314e-10,2.0086211267568173,-4.661083221435547e-09,-4.661083221435547e-11
134,3.286357969045639e-09,2.0088022143107374,2.913922071456909e-09,2.9139220714569095e-11
134,-3.641471266746521e-10,2.008580530322157,-4.4621527194976806e-09,-4.462152719497681e-11
134,3.140559419989586e-09,2.008690396453859,2.5399029254913333e-09,2.5399029254913334e-11
139,-3.981404006481171e-10,2.0087466177672613,-4.481524229049683e-09,-4.481524229049683e-11
149,3.2092444598674774e-09,2.0086330618491863,2.7172267436981203e-09,2.7172267436981205e-11
159,-4.909466952085495e-10,2.008850609886507,-4.69014048576355e-09,-4.6901404857635506e-11
170,3.353878855705261e-09,2.0086791995713953,2.98917293548584e-09,2.98917293548584e-11
180,-3.138091415166855e-10,2.008762009919621,-4.359334707260132e-09,-4.359334707260133e-11
190,3.22745181620121e-09,2.0087726499817333,2.771615982055664e-09,2.7716159820556642e-11
200,-5.434732884168625e-10,2.0086342508002653,-4.796683788299561e-09,-4.7966837882995607e-11
210,3.154342994093895e-09,2.0088485653230457,2.6501715183258058e-09,2.650171518325806e-11
220,-3.6121346056461337e-10,2.0087373946368694,-4.430115222930908e-09,-4.430115222930908e-11
231,3.468524664640427e-09,2.0087404750584628,3.2603740692138675e-09,3.2603740692138676e-11
240,-4.5285560190677644e-10,2.0088260680346286,-4.655122756958008e-09,-4.655122756958008e-11
251,3.321235999464989e-09,2.0086489406767303,3.022700548171997e-09,3.022700548171997e-11
261,-5.713198333978653e-10,2.008880922707543,-4.819780588150025e-09,-4.819780588150025e-11
271,3.5814475268125536e-09,2.0086798207755203,3.5338103771209717e-09,3.5338103771209715e-11
278,-4.5676715672016144e-10,2.0087064134921415,-4.64022159576416e-09,-4.64022159576416e-11
288,3.5078264772892e-09,2.008729475920927,3.316253423690796e-09,3.316253423690796e-11
299,-4.032626748085022e-10,2.008568476395076,-4.526227712631226e-09,-4.526227712631226e-11
308,3.6011915653944017e-09,2.0087821056921036,3.5211443901062013e-09,3.521144390106201e-11
319,-4.690606147050858e-10,2.0085961388971656,-4.637241363525391e-09,-4.637241363525391e-11
329,3.764964640140534e-09,2.0086760124005845,3.84598970413208e-09,3.84598970413208e-11
339,-4.418659955263138e-10,2.008746737057809,-4.581362009048462e-09,-4.581362009048462e-11
348,3.770552575588227e-09,2.008633309509931,3.870576620101929e-09,3.8705766201019293e-11
358,-3.597699105739594e-10,2.008833219118789,-4.464387893676758e-09,-4.4643878936767584e-11
369,3.9598438888788224e-09,2.0086276983044575,4.260241985321045e-09,4.260241985321045e-11
379,-4.3036416172981263e-10,2.008753202978568,-4.59030270576477e-09,-4.5903027057647704e-11
389,3.9448495954275134e-09,2.0087611231063494,4.23043966293335e-09,4.23043966293335e-11
399,-4.691537469625473e-10,2.0086179403519258,-4.629790782928467e-09,-4.6297907829284674e-11
409,4.015909507870674e-09,2.0088198338727468,4.369020462036133e-09,4.369020462036133e-11
419,-5.20097091794014e-10,2.0086072530600245,-4.734843969345093e-09,-4.734843969345093e-11
430,4.16366383433342e-09,2.008665742418496,4.6432018280029295e-09,4.6432018280029295e-11
440,-6.108544766902924e-10,2.0086940921101255,-4.922598600387574e-09,-4.922598600387574e-11
450,4.273373633623123e-09,2.008541964746034,4.875659942626953e-09,4.8756599426269534e-11
460,-6.539747118949891e-10,2.0087823772272095,-5.038827657699585e-09,-5.038827657699585e-11
471,4.192441701889038e-09,2.0085599347028418,4.709511995315552e-09,4.709511995315552e-11
481,-5.404464900493622e-10,2.0086601313753984,-4.778057336807251e-09,-4.778057336807251e-11
490,4.10769134759903e-09,2.0087195032988676,4.548579454421997e-09,4.548579454421997e-11
500,-6.759073585271835e-10,2.008615626865346,-5.0976872444152834e-09,-5.097687244415284e-11
510,3.972230479121208e-09,2.0088193620912733,4.265457391738892e-09,4.2654573917388916e-11
520,-7.307622581720353e-10,2.0086398769812193,-5.18113374710083e-09,-5.18113374710083e-11
528,4.172837361693382e-09,2.008715036226204,4.684180021286011e-09,4.6841800212860114e-11
538,-7.475726306438447e-10,2.008755853965832,-5.234032869338989e-09,-5.234032869338989e-11
549,4.04450111091137e-09,2.00861625978956,4.437565803527832e-09,4.437565803527832e-11
558,-1.1202413588762283e-09,2.0088345578118694,-5.971640348434448e-09,-5.971640348434448e-11
568,4.0933024138212205e-09,2.008657899256097,4.509091377258301e-09,4.5090913772583015e-11
579,-8.76234844326973e-10,2.008670123717934,-5.4873526096344e-09,-5.4873526096344e-11
588,4.07705083489418e-09,2.008730040943576,4.445761442184448e-09,4.445761442184448e-11
599,-9.748619049787522e-10,2.0085768484227824,-5.652010440826416e-09,-5.6520104408264166e-11
608,4.196306690573692e-09,2.00877520969105,4.73707914352417e-09,4.7370791435241705e-11
619,-9.570270776748658e-10,2.008570493996795,-5.616247653961182e-09,-5.616247653961182e-11
629,4.224618896842003e-09,2.008681950434437,4.794448614120484e-09,4.794448614120484e-11
639,-9.427312761545182e-10,2.0087094428644052,-5.5894255638122565e-09,-5.5894255638122565e-11
650,4.1262712329626085e-09,2.0085036419449374,4.544109106063843e-09,4.544109106063843e-11
659,-1.2130942195653916e-09,2.0087648115622345,-6.136298179626465e-09,-6.136298179626465e-11
669,4.152301698923111e-09,2.008587908411771,4.605203866958618e-09,4.605203866958618e-11
679,-1.3299752026796341e-09,2.0087023495106493,-6.404519081115723e-09,-6.404519081115724e-11
689,4.071835428476334e-09,2.0087048185111023,4.5016407966613775e-09,4.501640796661377e-11
700,-1.340080052614212e-09,2.0086027187274302,-6.423145532608033e-09,-6.423145532608034e-11
710,3.875745460391045e-09,2.008827005430311,4.032999277114868e-09,4.0329992771148684e-11
720,-1.3544224202632905e-09,2.0086374451080804,-6.426870822906494e-09,-6.426870822906494e-11
730,4.16124239563942e-09,2.0086377529979687,4.635751247406006e-09,4.635751247406006e-11
741,-1.458544284105301e-09,2.0087074946313166,-6.62878155708313e-09,-6.62878155708313e-11
750,4.092976450920105e-09,2.008554955794197,4.500895738601685e-09,4.5008957386016855e-11
760,-1.3847835361957551e-09,2.0087696048853454,-6.5088272094726566e-09,-6.508827209472657e-11
771,4.044966772198677e-09,2.0086164262516424,4.440546035766601e-09,4.4405460357666016e-11
781,-1.561501994729042e-09,2.0087272394064817,-6.874650716781617e-09,-6.874650716781617e-11
